video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating,like_count,texto_original,texto_limpio,sentiment_label,sentiment_prob_NEG,sentiment_prob_NEU,sentiment_prob_POS
n8iP75gIpmw,Ugwz_6qtdDTbTWEUQQ94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@maxwellsales885,UC6YSZqL0vEcI-niPKIMUGfw,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@maxwellsales885,hace 2 años,2,0,False,,2.0,"Ni el mismo lo cree, estos son sinverguenzas y se pasan de pija, cómo se sentirá la familia tener a alguien mañoso, mafioso, sin vergüenza como marido y como padre, es triste",creer sinverguenza pasar pija sentir familia alguien mañoso mafioso vergüenza marido padre triste,NEG,0.9856871962547302,0.010808597318828106,0.0035041249357163906
n8iP75gIpmw,Ugx-G2kCu5aSwh3IR5l4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@LE_A22,UCNBnKqWf4d-rS4HwJRQljmQ,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@LE_A22,hace 2 años,1,0,False,,1.0,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",hablar gasto presidente carne bomba piscina salario exagerado aumento nepotismo ó hablar regañar,NEG,0.9523074626922607,0.04480750486254692,0.0028849609661847353
06mFNPU0aB8,Ugx-cQ3Wf3whk_hssDR4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@elsalvador3605,UCO0zwwLWGyDgQmWPJ5Qrr1w,Por qué siempre tapan la cara de los delincuentes,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@elsalvador3605,hace 2 semanas,3,0,False,,3.0,Por qué siempre tapan la cara de los delincuentes,tapar cara delincuente,NEG,0.9158505797386169,0.07603969424962997,0.008109691552817822
j43HgwYFKfk,Ugx-hH6Ysw9sdv3kHPN4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Silviazea,UCwjUvRseNtJoItylIyIez7Q,¡Fuera esa basura de mazariegos!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Silviazea,hace 1 año, ,0,False,,,¡Fuera esa basura de mazariegos!,basura mazariego,NEG,0.8668217658996582,0.09817098826169968,0.03500721603631973
n8iP75gIpmw,Ugx1reCoIQcnK3ii2GR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SuperVictor2005,UCTwSut16JyAg3mX6LVUNGqA,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@SuperVictor2005,hace 2 años, ,0,False,,,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",gastar pegar regalada ganar pagar sueldo dinero empleado público admisible rata recetar megar gasto almuerzo permitir bastar diputado pnc capital empleado público selecto tener privilegio naturaleza costear transporte alimentación internet cosa sueldo dinero,NEG,0.9651616811752319,0.03032023459672928,0.004518188536167145
n8iP75gIpmw,Ugx2ApaAMqe4ca4SCYx4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@guillermogonzalez5153,UCLggDc_a5HriXv7I1h02sOA,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@guillermogonzalez5153,hace 2 años,3,0,False,,3.0,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",habl cosa relevante irrelevante jajajajajar,NEU,0.14927753806114197,0.725249707698822,0.1254728138446808
n8iP75gIpmw,Ugx2LwWBVc3mFGJAinB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ManuelEdran,UC5H8ASmMC9WrURmzeB4ySog,Ya es calor...jejej,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ManuelEdran,hace 2 años,2,0,False,,2.0,Ya es calor...jejej,calor jejej,NEU,0.025249136611819267,0.5554473400115967,0.41930344700813293
n8iP75gIpmw,Ugx2byJzZBZkDMQMUqV4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ricardofigueroa5720,UCwO2SXr0ggzwg6QWWrr01nQ,No se le cree nada a ese diputransa,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ricardofigueroa5720,hace 2 años,11,0,False,,11.0,No se le cree nada a ese diputransa,creer diputransa,NEG,0.9095710515975952,0.07092232257127762,0.01950669102370739
j43HgwYFKfk,Ugx3uDgmZQhx3Z3VOzt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ingenieroar,UC816IGbFCZinfYS1LRDaaHg,mapa de poder USAC,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ingenieroar,hace 1 año,1,0,False,,1.0,mapa de poder USAC,mapa usac,NEU,0.12774048745632172,0.7593331933021545,0.11292631179094315
n8iP75gIpmw,Ugx3yIUZXGeiOVESIEl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@VICTOREST19,UC3qn1yJA5PeW9rkGPatQxiw,Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@VICTOREST19,hace 2 años,7,0,False,,7.0,Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,diputado mostrar factura decir bolsillo pagar,NEU,0.35752782225608826,0.6105908155441284,0.031881388276815414
6W4u8sGEnGM,Ugx4dn4xlUl9Jp9QJeJ4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@elmilenial4064,UCaT4saRcyqCLE657Rq2hhZQ,Tio berny presidente 2032😁,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@elmilenial4064,hace 5 días (editado), ,0,False,,,Tio berny presidente 2032😁,tio berny presidente,POS,0.01154322735965252,0.4162529408931732,0.5722037553787231
yLZS3JiEBg8,Ugx6Wjc02tqpQUBf4NJ4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@rockyscarlet,UCc_F88PzGWtA1OPNUEASulA,Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@rockyscarlet,hace 2 años, ,0,False,,,Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,hipócrita ufm alar milei hacer quitar traba impedir libre mercado,NEG,0.9372140169143677,0.051925815641880035,0.010860223323106766
n8iP75gIpmw,Ugx74OPnWkWaFjpFuA94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@dorisl.garciaroche7763,UCErZPJpHmLCsXs8ZWkAUupQ,"Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@dorisl.garciaroche7763,hace 2 años,2,1,False,,2.0,"Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",dar facilidad efectivo gasto tipo interesar seguir diputado estilo vida llamar atención diputado,NEG,0.6596589684486389,0.32779890298843384,0.01254212949424982
n8iP75gIpmw,Ugx74OPnWkWaFjpFuA94AaABAg.A7ki-1ED5b2A7nIcG2_svP,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@HaroldoCastillo-rh9iw,UCFjudnPLoaSL1BaRuLahyHg,Cierto.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@HaroldoCastillo-rh9iw,hace 2 años,1,0,False,,1.0,Cierto.,,NEU,0.24235080182552338,0.4796285927295685,0.2780206501483917
lj983NWyAQY,Ugx7Gvgflw7nQKqoR094AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@arielsarc09,UCFOxCyF926Y9eHhMeVoWLzw,"De todo corazon espero que se cumplan todos estos proyectos por el bien de mi gente linda, Dios bendiga a Guatemala.",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@arielsarc09,hace 6 años (editado),3,0,False,,3.0,"De todo corazon espero que se cumplan todos estos proyectos por el bien de mi gente linda, Dios bendiga a Guatemala.",corazon esperar cumplir proyecto gente lindo dios bendigar guatemala,POS,0.005754444748163223,0.062262117862701416,0.9319833517074585
n8iP75gIpmw,Ugx7ezRwB-DpY3VQt754AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ManuelEdran,UC5H8ASmMC9WrURmzeB4ySog,Minusiosas pero a la larga se vuelve millonarios. . Paguen sus almuerzos no se aprovechen del pueblo... casaka.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ManuelEdran,hace 2 años,1,0,False,,1.0,Minusiosas pero a la larga se vuelve millonarios. . Paguen sus almuerzos no se aprovechen del pueblo... casaka.,minusiosa larga volver millonario pagar almuerzo aprovechar pueblo casaka,NEU,0.43467551469802856,0.5273981094360352,0.03792636841535568
n8iP75gIpmw,Ugx7j6oWhgfonHPJCdR4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@osmanmorales3012,UC72gBAtyb_VXQlYDcFrh6oQ,Para que participo si el reclama y que a echo por el pais nada,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@osmanmorales3012,hace 2 años,3,0,False,,3.0,Para que participo si el reclama y que a echo por el pais nada,participar reclama echo pais,NEG,0.8767416477203369,0.10970240831375122,0.013555915094912052
n8iP75gIpmw,Ugx8FxDKPAY-M_JhRgd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@davidisraelesquitsaquil,UCi1b_TRQfgO1Z9O2gNGGWNA,"Ahora se destapo la CORRUPCION Q EXISTIA Y AHORA SE CONTAMINO despues de ampliacion ahora DEUDAS a la Comunidad Internacional por PRESTAMOS para carreteras, ademas CONCESIONES A AEROPUERTOS, PUERTOS, LAS MISMAS CARRETERAS, todos millonario, EUROBONOS, vender al pais y CANASTA BASICA A Q10,000 todo lo van hacer PERO ESE DINERO QUE OBTENGAN SERA REGALO DEL 👹👹👹 Xq DIOS dara justicia en su momento la JUSTICIA DE DIOS con sus hijitos sera IMPLACABLE y omnipotente🇬🇹🇬🇹🇬🇹🇬🇹",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@davidisraelesquitsaquil,hace 2 años, ,0,False,,,"Ahora se destapo la CORRUPCION Q EXISTIA Y AHORA SE CONTAMINO despues de ampliacion ahora DEUDAS a la Comunidad Internacional por PRESTAMOS para carreteras, ademas CONCESIONES A AEROPUERTOS, PUERTOS, LAS MISMAS CARRETERAS, todos millonario, EUROBONOS, vender al pais y CANASTA BASICA A Q10,000 todo lo van hacer PERO ESE DINERO QUE OBTENGAN SERA REGALO DEL 👹👹👹 Xq DIOS dara justicia en su momento la JUSTICIA DE DIOS con sus hijitos sera IMPLACABLE y omnipotente🇬🇹🇬🇹🇬🇹🇬🇹",destapo corrupcion q existia contaminar ampliacion deuda comunidad internacional prestamo carretera concesión aeropuertos puerto carretera millonario eurobono vender pais canasta basico q10 dinero obtengar regalo xq dios dar justicia momento justicia dios hijito implacable omnipotente,NEG,0.8053440451622009,0.18066278100013733,0.013993171975016594
WIUZtitfLRw,Ugx8vuWdqsWZslsS9R14AaABAg,Caminar en una ciudad hecha para carros,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@hashojea7348,UCvcu1kR8xMYy_I1Ty-2mV2Q,Excelente nota,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@hashojea7348,hace 1 año, ,0,False,,,Excelente nota,excelente nota,NEU,0.17326009273529053,0.497119665145874,0.32962021231651306
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@rosadiaz6945,UCBlm80VQ4YoV3bUJR_XhkaQ,Miserables el departamento de seguridad de USA,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@rosadiaz6945,hace 1 día, ,3,False,,,Miserables el departamento de seguridad de USA,miserable departamento seguridad,NEG,0.5452279448509216,0.4138331711292267,0.04093893617391586
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaBaWPRQg7K,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,"There tired of fraud and corruption and lethal drugs. 
We AMERICANS HAVE VOTED!
you don't like our LAWS lezve!",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@eugeneramirez4405,hace 20 horas, ,0,False,,,"There tired of fraud and corruption and lethal drugs. 
We AMERICANS HAVE VOTED!
you don't like our LAWS lezve!",therir tired of fraud and corruption and lethal drugs we americans have voted you don t like our laws lezve,NEG,0.9383435249328613,0.04291043430566788,0.01874602399766445
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCnVqXU5cy,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@rosadiaz6945,UCBlm80VQ4YoV3bUJR_XhkaQ,"​ @eugeneramirez4405 
Go away, there's no way to prove you're American.",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@rosadiaz6945,hace 9 horas, ,0,False,,,"​ @eugeneramirez4405 
Go away, there's no way to prove you're American.",go away there s way to prove you re americar,NEU,0.3543156087398529,0.4728853702545166,0.17279908061027527
OkXlHx0hx-8,Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCz3GqqPAJ,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,"​ @rosadiaz6945 
Sure 👌 
Whatever you say!",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@eugeneramirez4405,hace 7 horas, ,0,False,,,"​ @rosadiaz6945 
Sure 👌 
Whatever you say!",sure whatever you say,NEU,0.03669876977801323,0.6458724141120911,0.3174288272857666
j43HgwYFKfk,UgxCKgaQSm13r2z9hFd4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quijotachapina1,UColMq7LmaoY3MT6aIDGrGvA,"Escuché que solo fingen que las reuniones son virtuales, pero las hacen en un hôtel y encima liquidan los gastos generados 😡",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@quijotachapina1,hace 1 año, ,0,False,,,"Escuché que solo fingen que las reuniones son virtuales, pero las hacen en un hôtel y encima liquidan los gastos generados 😡",escuché fingen reunión virtual hôtel liquidar gasto generado,NEG,0.9671465158462524,0.030712714418768883,0.002140746219083667
OkXlHx0hx-8,UgxCT5F3jO763e2aO-t4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@DoraSalas-j5o,UCat2qkYvqmtDNEmo2PVuhXw,Dicen quelos van a mandar a africa cuidao paisas,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@DoraSalas-j5o,hace 1 día,1,0,False,,1.0,Dicen quelos van a mandar a africa cuidao paisas,quelo mandar africa cuidao paisa,NEG,0.4778706431388855,0.4705599248409271,0.05156951770186424
lj983NWyAQY,UgxCjFHfuFk1jUGvoIB4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@TheAlexX_C,UCSTAUWVc1_82DHYeqOsqEFA,"Que bella es la Ciudad de Guatemala, unica en su clase. 
Saludos desde El Salvador 😸",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@TheAlexX_C,hace 7 años,191,2,False,,191.0,"Que bella es la Ciudad de Guatemala, unica en su clase. 
Saludos desde El Salvador 😸",bella ciudad guatemala unico clase saludo salvador,POS,0.004337555728852749,0.05013991892337799,0.9455225467681885
yLZS3JiEBg8,UgxD16VX3BhREOtsuhJ4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@DenisRMC,UCcFIBN-rtC3d3hXeuN5TfWw,"Excelente explicación 
Te falto incluir la harina que al final es el mismo dueño de las pastas...eso se llama MONOPOLIO...y tiene nombre
Contra ellos no se puede..hasta este dueño del monopolio hasta apoyo al actual presidente..
Raro..??",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@DenisRMC,hace 2 años, ,0,False,,,"Excelente explicación 
Te falto incluir la harina que al final es el mismo dueño de las pastas...eso se llama MONOPOLIO...y tiene nombre
Contra ellos no se puede..hasta este dueño del monopolio hasta apoyo al actual presidente..
Raro..??",excelente explicación faltar incluir harina dueño pasta llamar monopolio nombre dueño monopolio apoyo actual presidente raro,NEG,0.949665367603302,0.04359877109527588,0.0067357695661485195
j43HgwYFKfk,UgxDBhcq11EK83DqrSZ4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@genarodelgado3929,UCV0lM03g5fg5pbPj97-sAtA,"Excelente nota prensa!!
Compartan esta información para esos estudiantes ineptos y puedan conocer la realidad!!",@quorumgt,topic,j43HgwYFKfk_out_comments.csv | quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@genarodelgado3929,hace 1 año,1,0,False,,1.0,"Excelente nota prensa!!
Compartan esta información para esos estudiantes ineptos y puedan conocer la realidad!!",excelente nota prenso compartar información estudiante inepto poder realidad,POS,0.013792216777801514,0.18416839838027954,0.802039384841919
lj983NWyAQY,UgxDFo35bUo0APtZcd94AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@ChRiStOpHeR7969,UC_ljZ1hZXR9pzexFz87P5ZA,"balgame  DIOS   QUE  TAN  ATRASADOS  ESTAN   Y  CUANTO  TIEMPO  PARA  ESTAR  EN  LA  MODERNIDAD OJALA  Y  LO  LOGREN  ,  POR  CUANTOS  PRECIDENTES  TIENE  QUE  PASAR  Y  CONVENSER  PARA  QUE  ESTO  SEA  UNA  REALIDAD",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@ChRiStOpHeR7969,hace 4 años, ,0,False,,,"balgame  DIOS   QUE  TAN  ATRASADOS  ESTAN   Y  CUANTO  TIEMPO  PARA  ESTAR  EN  LA  MODERNIDAD OJALA  Y  LO  LOGREN  ,  POR  CUANTOS  PRECIDENTES  TIENE  QUE  PASAR  Y  CONVENSER  PARA  QUE  ESTO  SEA  UNA  REALIDAD",balgame dios atrasado tiempo modernidad ojala lograr precident pasar convenser realidad,NEG,0.8030844926834106,0.17560850083827972,0.02130698226392269
06mFNPU0aB8,UgxEE17R1iQyuDZebVF4AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@jorgecifuentes-m5g,UCLXYp1Cvc5DLtq5UQL5D9vw,TransLadrones ?,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@jorgecifuentes-m5g,hace 2 semanas,3,1,False,,3.0,TransLadrones ?,transladrón,NEU,0.12275131791830063,0.8171634078025818,0.06008528545498848
06mFNPU0aB8,UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@HonwayLee-z5g,UCfjhejO7LZy4doXURa7LZCQ,😂😂,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@HonwayLee-z5g,hace 2 semanas, ,0,False,,,😂😂,,NEU,0.19586583971977234,0.7157944440841675,0.08833969384431839
n8iP75gIpmw,UgxE_8DGgJmaHaV_WLJ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@romeolopezherrarte799,UCplrIQtaPj6au60_f2-mOYw,JAJAJAJA  SE METEN A HACER UN PROYECTO DE FERROCARRIL  A GUATEMALA LA DEJAN COMO ÁFRICA,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@romeolopezherrarte799,hace 2 años, ,0,False,,,JAJAJAJA  SE METEN A HACER UN PROYECTO DE FERROCARRIL  A GUATEMALA LA DEJAN COMO ÁFRICA,jajajaja metar proyecto ferrocarril guatemala dejar áfrica,NEG,0.8431580662727356,0.14671321213245392,0.010128688998520374
6W4u8sGEnGM,UgxEsAK7q3l34wFdZ414AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@RolandoGonzalez-o7g,UCql1n3Ey6ULMSOACjMe-fxQ,"El Salvador que es un país tan pequeño está haciendo maravillas en su estructura su presidente.
  Y Guatemala que es un mega país, va tan atrasado como la  tortuga.",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@RolandoGonzalez-o7g,hace 6 días,6,7,False,,6.0,"El Salvador que es un país tan pequeño está haciendo maravillas en su estructura su presidente.
  Y Guatemala que es un mega país, va tan atrasado como la  tortuga.",salvador país pequeño maravilla estructura presidente guatemala mega país atrasado tortuga,NEG,0.9653482437133789,0.029614455997943878,0.005037326831370592
6W4u8sGEnGM,UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zKDdWQaaO,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@luisricardo9671,UCZFQwqh90apuL8eFhvRBkUg,"Nayib Bukele lleva 7 años como presidente de El Salvador teniendo todos los poderes del estado a su favor, y el de Guate con todas las trabas que le pusieron los 2 primeros años, y queres un mega pais en 3 años no jodas, ni un edificio de 15 niveles lo terminan en 4 años, no esperes que la corrupcion de 30 años la solucionen en un periodo de gobierno estan dejando simientos pero si seguimos poniendo presidentes como los antecesores de este olvidate que ese puente lo terminen y seguiras viendo el pais en ruinas.",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@luisricardo9671,hace 6 días,9,0,False,,9.0,"Nayib Bukele lleva 7 años como presidente de El Salvador teniendo todos los poderes del estado a su favor, y el de Guate con todas las trabas que le pusieron los 2 primeros años, y queres un mega pais en 3 años no jodas, ni un edificio de 15 niveles lo terminan en 4 años, no esperes que la corrupcion de 30 años la solucionen en un periodo de gobierno estan dejando simientos pero si seguimos poniendo presidentes como los antecesores de este olvidate que ese puente lo terminen y seguiras viendo el pais en ruinas.",nayib bukele año presidente salvador tener poder favor guate traba poner año quer mega pais año joda edificio nivel terminar año esper corrupcion año solucionar periodo gobierno dejar simiento seguir poner president antecesor olvidate puente terminir seguira ver pais ruina,NEG,0.9545396566390991,0.0394793264567852,0.005980988498777151
6W4u8sGEnGM,UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zMcZPgoSk,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Israel-u5i7i,UCoGdCoJg2Lh0OX_jv6cG16g,​ @luisricardo9671 comentario bien acertado saludos amigo🧐🧐🧐,Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@Israel-u5i7i,hace 6 días,2,0,False,,2.0,​ @luisricardo9671 comentario bien acertado saludos amigo🧐🧐🧐,comentario acertado saludo amigo,NEU,0.034235890954732895,0.5122784972190857,0.4534856081008911
6W4u8sGEnGM,UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zX0eQk5DZ,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Murmullodelbarrio,UCyJhqmMbsvjpoarBBStA2kg,"Vos risa das lagarto h..... e p....... a
Ya quisieras que esto lo tuvieras en el Salvador 
A chngr a su madre a su país agrandado de m.....",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@Murmullodelbarrio,hace 6 días, ,0,False,,,"Vos risa das lagarto h..... e p....... a
Ya quisieras que esto lo tuvieras en el Salvador 
A chngr a su madre a su país agrandado de m.....",vo risa da lagarto h p quisiera tuvierar salvador chngr madre país agrandado m,NEG,0.9607275724411011,0.025971610099077225,0.013300793245434761
